# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon Jan 30 16:44:27 CET 2023 [seed=1289]
# -seed 1289 WNV_HMC_Cauchy_long.xml
state	joint	prior	likelihood	location.traitLikelihood	treeModel.rootHeight	age(root)	treeLength	location.variance.diagonal	long.207.1
27500	-377.8546431675961	-148.133567996108	-229.72107517148808	-229.72107517148808	9.236476722599999	1998.3935232774002	189.54211632337905	0.4413856696273004	-73.64543430635466
28000	-393.6328503980159	-154.0416267763855	-239.59122362163035	-239.59122362163035	9.236476722599999	1998.3935232774002	189.54211632337905	0.3698887557991357	-74.32219974472505
28500	-383.53562279515853	-137.31756754031525	-246.21805525484328	-246.21805525484328	9.236476722599999	1998.3935232774002	189.54211632337905	0.4928070527210428	-72.66188008797207
29000	-374.91935549074026	-142.8098634512371	-232.10949203950315	-232.10949203950315	9.236476722599999	1998.3935232774002	189.54211632337905	0.355292445918895	-75.05348617278887
29500	-377.78735987275934	-140.4821539363796	-237.30520593637974	-237.30520593637974	9.236476722599999	1998.3935232774002	189.54211632337905	0.3854886610877811	-74.79273443601413
30000	-359.2046699654161	-121.89530714272365	-237.30936282269246	-237.30936282269246	9.236476722599999	1998.3935232774002	189.54211632337905	0.276194720550382	-73.6630136442251
30500	-382.83561015195767	-138.89781864962083	-243.93779150233684	-243.93779150233684	9.236476722599999	1998.3935232774002	189.54211632337905	0.49282759552187755	-75.49919454764826
31000	-377.84017810550745	-141.81992462321838	-236.02025348228904	-236.02025348228904	9.236476722599999	1998.3935232774002	189.54211632337905	0.5397850044281288	-74.26658551320304
31500	-390.65405309403025	-154.18329733039138	-236.47075576363886	-236.47075576363886	9.236476722599999	1998.3935232774002	189.54211632337905	0.3778824920430284	-75.18272234339655
32000	-386.37575834617354	-141.55667754069023	-244.8190808054833	-244.8190808054833	9.236476722599999	1998.3935232774002	189.54211632337905	0.2773240650546699	-76.09980339166653
32500	-428.3682989465834	-189.40860956775313	-238.9596893788303	-238.9596893788303	9.236476722599999	1998.3935232774002	189.54211632337905	0.599255529749943	-74.6610651477902
33000	-362.5548276864647	-129.50389278625536	-233.05093490020934	-233.05093490020934	9.236476722599999	1998.3935232774002	189.54211632337905	0.2869205733285916	-73.69317366246234
33500	-341.67532446508017	-108.74237252223315	-232.93295194284698	-232.93295194284698	9.236476722599999	1998.3935232774002	189.54211632337905	0.284546357994563	-75.4245355478791
34000	-341.09157749805524	-114.02561953929134	-227.06595795876393	-227.06595795876393	9.236476722599999	1998.3935232774002	189.54211632337905	0.3229052905256498	-74.12110449853824
34500	-392.80555542961974	-157.83520330507136	-234.97035212454836	-234.97035212454836	9.236476722599999	1998.3935232774002	189.54211632337905	0.3656786365611785	-75.74773977366907
35000	-361.0632426035206	-130.69624052767665	-230.367002075844	-230.367002075844	9.236476722599999	1998.3935232774002	189.54211632337905	0.29767885400833877	-75.59643720797752
35500	-372.0815896429612	-142.63737810217546	-229.44421154078574	-229.44421154078574	9.236476722599999	1998.3935232774002	189.54211632337905	0.36370962770149123	-74.66645849461247
36000	-367.985760039958	-142.2910916405296	-225.6946683994284	-225.6946683994284	9.236476722599999	1998.3935232774002	189.54211632337905	0.24724097446345486	-74.32925598433008
36500	-394.4721663033189	-146.0164901879102	-248.4556761154087	-248.4556761154087	9.236476722599999	1998.3935232774002	189.54211632337905	0.5829996905489909	-77.58279826511549
37000	-370.43299899975085	-133.78903575015585	-236.643963249595	-236.643963249595	9.236476722599999	1998.3935232774002	189.54211632337905	0.38483870319261243	-73.7752984695993
37500	-373.74399317498955	-130.90579959333823	-242.83819358165132	-242.83819358165132	9.236476722599999	1998.3935232774002	189.54211632337905	0.5009718169898236	-74.8231718673889
38000	-350.11338667451275	-109.38749802791202	-240.7258886466007	-240.7258886466007	9.236476722599999	1998.3935232774002	189.54211632337905	0.2848373197910177	-74.28102925471448
38500	-361.70174464116303	-146.92600309154912	-214.77574154961388	-214.77574154961388	9.236476722599999	1998.3935232774002	189.54211632337905	0.1956120427930026	-74.48644946995557
39000	-364.03760562353443	-131.357278309283	-232.68032731425146	-232.68032731425146	9.236476722599999	1998.3935232774002	189.54211632337905	0.30343742614510605	-75.3794824760696
39500	-397.1406715563348	-168.25645642695264	-228.88421512938214	-228.88421512938214	9.236476722599999	1998.3935232774002	189.54211632337905	0.4077081008663395	-74.84823649564963
40000	-362.8395582766715	-138.2007381341764	-224.6388201424951	-224.6388201424951	9.236476722599999	1998.3935232774002	189.54211632337905	0.25494577194060003	-75.848813027631
40500	-386.9917900896235	-135.0714102757795	-251.92037981384402	-251.92037981384402	9.236476722599999	1998.3935232774002	189.54211632337905	0.7447865284474231	-74.33915431112284
41000	-402.88085243575034	-167.13227835065553	-235.74857408509482	-235.74857408509482	9.236476722599999	1998.3935232774002	189.54211632337905	0.3560117975696192	-73.69165160269282
41500	-393.6913041667053	-144.08558985381887	-249.60571431288642	-249.60571431288642	9.236476722599999	1998.3935232774002	189.54211632337905	0.6357699174872374	-75.5282120652908
42000	-393.1325986869524	-158.72314659785476	-234.4094520890976	-234.4094520890976	9.236476722599999	1998.3935232774002	189.54211632337905	0.39848097242330566	-74.25551602391911
42500	-389.3322946450445	-148.79723462093347	-240.53506002411103	-240.53506002411103	9.236476722599999	1998.3935232774002	189.54211632337905	0.4786691110321964	-74.46954541588761
43000	-363.94513103790564	-130.83837267694324	-233.10675836096237	-233.10675836096237	9.236476722599999	1998.3935232774002	189.54211632337905	0.3470455317067815	-74.17796694375811
43500	-418.1879379756871	-169.21107431958643	-248.97686365610062	-248.97686365610062	9.236476722599999	1998.3935232774002	189.54211632337905	0.7147650294313772	-73.58651490329481
44000	-412.49282018591305	-174.51433961230265	-237.9784805736104	-237.9784805736104	9.236476722599999	1998.3935232774002	189.54211632337905	0.43444196497963244	-76.59309866869668
44500	-423.1443486496498	-188.97287462618644	-234.17147402346342	-234.17147402346342	9.236476722599999	1998.3935232774002	189.54211632337905	0.46977272228088957	-73.36173076072888
45000	-379.87487529048326	-137.05799425245945	-242.81688103802384	-242.81688103802384	9.236476722599999	1998.3935232774002	189.54211632337905	0.41071027083804457	-75.89800472970984
45500	-388.7422615321258	-150.42869231645565	-238.31356921567016	-238.31356921567016	9.236476722599999	1998.3935232774002	189.54211632337905	0.3308198013292106	-77.46888169338551
46000	-428.5542779939153	-185.99197628682919	-242.56230170708614	-242.56230170708614	9.236476722599999	1998.3935232774002	189.54211632337905	0.5741632118297243	-73.58961788304326
46500	-370.58533881955293	-136.7329435837459	-233.852395235807	-233.852395235807	9.236476722599999	1998.3935232774002	189.54211632337905	0.3873863266673388	-75.87042314243178
47000	-374.4625983346896	-121.75232036611355	-252.710277968576	-252.710277968576	9.236476722599999	1998.3935232774002	189.54211632337905	0.5438110262744278	-75.65391102439403
47500	-409.8095800537344	-173.24276168410196	-236.56681836963244	-236.56681836963244	9.236476722599999	1998.3935232774002	189.54211632337905	0.45598735191339745	-74.17823554911827
48000	-385.65824594845253	-148.89963212155556	-236.75861382689698	-236.75861382689698	9.236476722599999	1998.3935232774002	189.54211632337905	0.3360070239423003	-76.30937089341778
48500	-381.4573951287756	-153.69103199515715	-227.76636313361848	-227.76636313361848	9.236476722599999	1998.3935232774002	189.54211632337905	0.30883524187036027	-73.71029584683319
49000	-403.78054285214006	-157.70723076990478	-246.07331208223528	-246.07331208223528	9.236476722599999	1998.3935232774002	189.54211632337905	0.5617418547738652	-75.39914236534274
49500	-433.0160558474952	-185.88918255087708	-247.1268732966181	-247.1268732966181	9.236476722599999	1998.3935232774002	189.54211632337905	0.4266972379379907	-74.2414876369757
50000	-376.33810974865867	-135.5729989406154	-240.7651108080433	-240.7651108080433	9.236476722599999	1998.3935232774002	189.54211632337905	0.4839796252398857	-74.95248009857795
50500	-360.18962562624415	-119.31789634738156	-240.8717292788626	-240.8717292788626	9.236476722599999	1998.3935232774002	189.54211632337905	0.3203603398958137	-74.84718698410705
51000	-366.4420896765883	-125.68685571804018	-240.75523395854813	-240.75523395854813	9.236476722599999	1998.3935232774002	189.54211632337905	0.30351036154001854	-76.044757735151
51500	-397.4198977544868	-164.0912459677791	-233.32865178670772	-233.32865178670772	9.236476722599999	1998.3935232774002	189.54211632337905	0.41652043333603417	-74.68044718911979
52000	-456.00484813958286	-218.5013107788948	-237.50353736068806	-237.50353736068806	9.236476722599999	1998.3935232774002	189.54211632337905	0.6343807686037395	-74.57311157298751
52500	-389.41986552816206	-144.0764454714898	-245.34342005667227	-245.34342005667227	9.236476722599999	1998.3935232774002	189.54211632337905	0.5885080817380393	-73.92437629001918
53000	-401.3125104099776	-159.6690646916879	-241.6434457182897	-241.6434457182897	9.236476722599999	1998.3935232774002	189.54211632337905	0.4871485759284991	-75.62845396916521
53500	-414.32434755756765	-166.23665987512274	-248.08768768244494	-248.08768768244494	9.236476722599999	1998.3935232774002	189.54211632337905	0.39150661871092696	-74.07000495504441
54000	-393.62249033702324	-148.8074933040516	-244.8149970329716	-244.8149970329716	9.236476722599999	1998.3935232774002	189.54211632337905	0.4242734120115605	-74.0854297171625
54500	-372.5269222826483	-130.34229577855697	-242.1846265040913	-242.1846265040913	9.236476722599999	1998.3935232774002	189.54211632337905	0.25208726072160753	-75.63221618805241
55000	-398.446280320806	-148.35871586682208	-250.08756445398393	-250.08756445398393	9.236476722599999	1998.3935232774002	189.54211632337905	0.4505353465794699	-75.19994064892364
55500	-382.6244174237756	-147.853077582585	-234.77133984119058	-234.77133984119058	9.236476722599999	1998.3935232774002	189.54211632337905	0.3313148442218175	-74.37232451800651
56000	-408.1577410043766	-169.48203205058027	-238.6757089537963	-238.6757089537963	9.236476722599999	1998.3935232774002	189.54211632337905	0.36208861958834215	-75.87723843904158
56500	-385.974545878408	-153.13733449866265	-232.83721137974536	-232.83721137974536	9.236476722599999	1998.3935232774002	189.54211632337905	0.30055555258851396	-76.75801032991639
57000	-370.1122761850239	-129.3548145702362	-240.75746161478776	-240.75746161478776	9.236476722599999	1998.3935232774002	189.54211632337905	0.3834810759758789	-75.26232644335822
57500	-379.33500383969863	-125.77768825674416	-253.55731558295446	-253.55731558295446	9.236476722599999	1998.3935232774002	189.54211632337905	0.517838331377382	-74.07237019419989
58000	-338.8162653601389	-111.36633260471675	-227.44993275542217	-227.44993275542217	9.236476722599999	1998.3935232774002	189.54211632337905	0.20213355107953257	-75.97859808064514
58500	-358.50401587071707	-135.4624709774044	-223.04154489331268	-223.04154489331268	9.236476722599999	1998.3935232774002	189.54211632337905	0.24214162699728914	-75.91104660713704
59000	-379.9873926250267	-137.0711587443578	-242.91623388066887	-242.91623388066887	9.236476722599999	1998.3935232774002	189.54211632337905	0.5042227517463089	-76.19335909683336
59500	-380.9037492570611	-138.40905126446305	-242.4946979925981	-242.4946979925981	9.236476722599999	1998.3935232774002	189.54211632337905	0.28914964007382016	-74.78114830044392
60000	-335.045086871113	-96.5131281974438	-238.53195867366924	-238.53195867366924	9.236476722599999	1998.3935232774002	189.54211632337905	0.30881611421037203	-74.2103095314748
60500	-400.6823219740048	-156.99525442884985	-243.68706754515497	-243.68706754515497	9.236476722599999	1998.3935232774002	189.54211632337905	0.5580213269246854	-73.52248601443014
61000	-407.3709086432501	-153.99414320447312	-253.37676543877703	-253.37676543877703	9.236476722599999	1998.3935232774002	189.54211632337905	0.36466652136536215	-74.70496556829951
61500	-384.0773670533262	-155.9829879072402	-228.09437914608603	-228.09437914608603	9.236476722599999	1998.3935232774002	189.54211632337905	0.30775081836670704	-73.44274953020927
62000	-353.88046704191623	-124.71191504707106	-229.1685519948452	-229.1685519948452	9.236476722599999	1998.3935232774002	189.54211632337905	0.2522448597756849	-76.85623310875081
62500	-365.1146468858126	-131.9843706435062	-233.13027624230637	-233.13027624230637	9.236476722599999	1998.3935232774002	189.54211632337905	0.37622758678520496	-73.2791138299927
63000	-346.0560175241575	-111.79796706078291	-234.25805046337456	-234.25805046337456	9.236476722599999	1998.3935232774002	189.54211632337905	0.2329328076444963	-74.27620829605488
63500	-393.30214541431394	-154.8949577275949	-238.40718768671906	-238.40718768671906	9.236476722599999	1998.3935232774002	189.54211632337905	0.4587696964725939	-73.40206297701613
64000	-425.0341332610882	-191.35628462616535	-233.67784863492284	-233.67784863492284	9.236476722599999	1998.3935232774002	189.54211632337905	0.6350434664129698	-73.65512981367577
64500	-396.35349593496153	-169.90294462283563	-226.4505513121259	-226.4505513121259	9.236476722599999	1998.3935232774002	189.54211632337905	0.22044015381535	-75.2223046760643
65000	-368.7488155318617	-133.14301732392	-235.6057982079417	-235.6057982079417	9.236476722599999	1998.3935232774002	189.54211632337905	0.35932378877884125	-76.37779762082856
65500	-380.62324415872513	-149.7778009441407	-230.84544321458444	-230.84544321458444	9.236476722599999	1998.3935232774002	189.54211632337905	0.38200378845721433	-76.43532320879855
66000	-360.6900007883187	-119.81708939020817	-240.8729113981105	-240.8729113981105	9.236476722599999	1998.3935232774002	189.54211632337905	0.4124381315587611	-75.5519963783914
66500	-442.3769827481634	-185.73997783031888	-256.63700491784454	-256.63700491784454	9.236476722599999	1998.3935232774002	189.54211632337905	0.723284063661757	-74.97274519905116
67000	-417.9677940881647	-172.40304250467338	-245.5647515834913	-245.5647515834913	9.236476722599999	1998.3935232774002	189.54211632337905	0.4675989193648259	-74.489949341144
67500	-359.6279179739447	-128.7862611900666	-230.84165678387808	-230.84165678387808	9.236476722599999	1998.3935232774002	189.54211632337905	0.3437244595094193	-75.16592236493109
68000	-403.6910785498191	-147.99225266135488	-255.69882588846423	-255.69882588846423	9.236476722599999	1998.3935232774002	189.54211632337905	0.8290016361069792	-77.99541990936498
68500	-407.5998043289536	-161.6628179300139	-245.93698639893975	-245.93698639893975	9.236476722599999	1998.3935232774002	189.54211632337905	0.6507602723158483	-74.3042853467409
69000	-434.9202584611367	-171.6065414815023	-263.3137169796344	-263.3137169796344	9.236476722599999	1998.3935232774002	189.54211632337905	1.069244500479525	-74.06809445875686
69500	-418.71743202310006	-177.7215757656464	-240.99585625745368	-240.99585625745368	9.236476722599999	1998.3935232774002	189.54211632337905	0.48545640045105326	-74.60673666000321
70000	-440.8127052031	-183.5817720959147	-257.2309331071853	-257.2309331071853	9.236476722599999	1998.3935232774002	189.54211632337905	1.1464825022141663	-74.9842895489126
70500	-416.86956535897434	-177.60996101065237	-239.259604348322	-239.259604348322	9.236476722599999	1998.3935232774002	189.54211632337905	0.5991474602352636	-74.62502816417917
71000	-413.843461955011	-163.71899953526685	-250.12446241974416	-250.12446241974416	9.236476722599999	1998.3935232774002	189.54211632337905	0.6402341858923319	-74.51496551289107
71500	-424.0308914070812	-177.78589884034847	-246.2449925667327	-246.2449925667327	9.236476722599999	1998.3935232774002	189.54211632337905	0.6095076535872188	-76.20226393863581
72000	-392.9752243711523	-146.16683512199023	-246.8083892491621	-246.8083892491621	9.236476722599999	1998.3935232774002	189.54211632337905	0.6528409613710694	-75.59567856450309
72500	-379.5904582703067	-147.00410882830082	-232.58634944200594	-232.58634944200594	9.236476722599999	1998.3935232774002	189.54211632337905	0.25050810297130904	-73.44121978300352
73000	-434.9252479851705	-191.2422305606417	-243.68301742452874	-243.68301742452874	9.236476722599999	1998.3935232774002	189.54211632337905	0.7047708746828549	-76.19618162429792
73500	-383.4449242465318	-134.5776178280661	-248.8673064184657	-248.8673064184657	9.236476722599999	1998.3935232774002	189.54211632337905	0.6104546762365025	-74.18209000545916
74000	-397.2961485542987	-146.2296787212902	-251.06646983300854	-251.06646983300854	9.236476722599999	1998.3935232774002	189.54211632337905	0.588627309172936	-73.4245590704521
74500	-337.41922691498905	-109.29320697061685	-228.12601994437222	-228.12601994437222	9.236476722599999	1998.3935232774002	189.54211632337905	0.24796330188768737	-74.41583601986119
75000	-454.8295719922837	-206.81152144908975	-248.01805054319394	-248.01805054319394	9.236476722599999	1998.3935232774002	189.54211632337905	0.5390522357838441	-74.3769614235724
75500	-372.30402984471937	-147.10698138578502	-225.19704845893432	-225.19704845893432	9.236476722599999	1998.3935232774002	189.54211632337905	0.2664265486281476	-75.35885789243218
76000	-382.17551149789847	-148.0688248141233	-234.10668668377514	-234.10668668377514	9.236476722599999	1998.3935232774002	189.54211632337905	0.30585949044649086	-75.3978415527869
76500	-436.11774110591693	-183.91924871493276	-252.19849239098417	-252.19849239098417	9.236476722599999	1998.3935232774002	189.54211632337905	0.5431597383533073	-75.28473147336899
77000	-372.1672093934963	-143.0809236655815	-229.0862857279148	-229.0862857279148	9.236476722599999	1998.3935232774002	189.54211632337905	0.26171509539488996	-74.69001526653655
77500	-423.660733169518	-187.7652648967045	-235.89546827281347	-235.89546827281347	9.236476722599999	1998.3935232774002	189.54211632337905	0.7008019037920425	-74.65589956777322
78000	-375.670579156416	-147.5294087810417	-228.14117037537432	-228.14117037537432	9.236476722599999	1998.3935232774002	189.54211632337905	0.3826850074681207	-73.64195967317023
78500	-385.30920426396693	-140.9130614830163	-244.39614278095064	-244.39614278095064	9.236476722599999	1998.3935232774002	189.54211632337905	0.5460493505205561	-74.38798378152448
79000	-381.37879145320636	-137.1879552638399	-244.19083618936645	-244.19083618936645	9.236476722599999	1998.3935232774002	189.54211632337905	0.4686718482242499	-74.56890633841618
79500	-369.65687528878266	-116.50108624221798	-253.15578904656468	-253.15578904656468	9.236476722599999	1998.3935232774002	189.54211632337905	0.5059493649425106	-73.55119549827998
80000	-404.70806518513643	-168.26199563123308	-236.44606955390333	-236.44606955390333	9.236476722599999	1998.3935232774002	189.54211632337905	0.5634337005573133	-75.65034293289759
80500	-377.29997171198846	-149.70412765007347	-227.595844061915	-227.595844061915	9.236476722599999	1998.3935232774002	189.54211632337905	0.22349874547215398	-74.35919504186215
81000	-321.96310832338827	-103.1635981045673	-218.79951021882096	-218.79951021882096	9.236476722599999	1998.3935232774002	189.54211632337905	0.2228503687958397	-74.25065013480665
81500	-409.5992796761525	-170.13498336579258	-239.46429631035994	-239.46429631035994	9.236476722599999	1998.3935232774002	189.54211632337905	0.3790060031957111	-75.49271070430363
