# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon Jan 30 16:38:24 CET 2023 [seed=1289]
# -seed 1289 WNV_HMC_Cauchy_lat.xml
state	joint	prior	likelihood	location.traitLikelihood	treeModel.rootHeight	age(root)	treeLength	location.variance.diagonal	lat.207.1
83000	-309.2831437969513	-130.20798884830737	-179.07515494864393	-179.07515494864393	9.236476722599999	1998.3935232774002	189.54211632337905	0.08945094437218097	42.16682100670033
83500	-354.123510241153	-157.54953203854345	-196.5739782026095	-196.5739782026095	9.236476722599999	1998.3935232774002	189.54211632337905	0.23408483312614536	43.02544308259468
84000	-347.0826663113352	-172.4817392598632	-174.60092705147196	-174.60092705147196	9.236476722599999	1998.3935232774002	189.54211632337905	0.15397617087401919	41.48612773472169
84500	-348.60226731356033	-156.72902777887387	-191.87323953468643	-191.87323953468643	9.236476722599999	1998.3935232774002	189.54211632337905	0.1838128033747278	42.73112203297236
85000	-329.11662017693766	-149.75379647100422	-179.36282370593344	-179.36282370593344	9.236476722599999	1998.3935232774002	189.54211632337905	0.16234850889579186	42.25419577644165
85500	-381.5554372487	-188.87972308544664	-192.67571416325336	-192.67571416325336	9.236476722599999	1998.3935232774002	189.54211632337905	0.26144432513280463	41.12670322208332
86000	-308.5065671522301	-127.82610128023595	-180.68046587199413	-180.68046587199413	9.236476722599999	1998.3935232774002	189.54211632337905	0.16798689324729849	42.864262398352366
86500	-366.13138853071507	-181.1746696590307	-184.95671887168436	-184.95671887168436	9.236476722599999	1998.3935232774002	189.54211632337905	0.16847513517739246	42.73301494213844
87000	-343.60309346005266	-159.98588987390036	-183.6172035861523	-183.6172035861523	9.236476722599999	1998.3935232774002	189.54211632337905	0.15636539585549653	40.81675781027083
87500	-341.033843770447	-146.2347927979289	-194.79905097251813	-194.79905097251813	9.236476722599999	1998.3935232774002	189.54211632337905	0.21457336954093836	40.94336020344665
88000	-304.9364991386848	-114.57145005031117	-190.36504908837358	-190.36504908837358	9.236476722599999	1998.3935232774002	189.54211632337905	0.11771716413324537	40.6024530903168
88500	-411.5305466685951	-196.26047589534977	-215.27007077324532	-215.27007077324532	9.236476722599999	1998.3935232774002	189.54211632337905	0.3193036645839733	40.841612260786675
89000	-254.60461495204464	-86.68244681919252	-167.9221681328521	-167.9221681328521	9.236476722599999	1998.3935232774002	189.54211632337905	0.048931300837928945	41.71571776488947
89500	-326.59682624986795	-157.20115447625895	-169.395671773609	-169.395671773609	9.236476722599999	1998.3935232774002	189.54211632337905	0.10101759490032336	41.91604755740804
90000	-330.6535151881061	-151.46206975964193	-179.19144542846416	-179.19144542846416	9.236476722599999	1998.3935232774002	189.54211632337905	0.11650704460924108	41.856328967229686
90500	-361.1932319586952	-184.75796013556769	-176.43527182312752	-176.43527182312752	9.236476722599999	1998.3935232774002	189.54211632337905	0.17802986149885547	40.684155477365536
91000	-350.0441978203911	-170.38543232536665	-179.65876549502443	-179.65876549502443	9.236476722599999	1998.3935232774002	189.54211632337905	0.09804900367643687	41.26429848953613
91500	-352.7830160570473	-162.46388797536463	-190.31912808168266	-190.31912808168266	9.236476722599999	1998.3935232774002	189.54211632337905	0.16944690135483692	41.09836019566512
92000	-353.5013479631915	-169.26340075320167	-184.23794720998984	-184.23794720998984	9.236476722599999	1998.3935232774002	189.54211632337905	0.1965525669032556	42.412843876619874
92500	-336.5370538368735	-158.02142366932253	-178.51563016755094	-178.51563016755094	9.236476722599999	1998.3935232774002	189.54211632337905	0.12101635961399053	40.494270719290725
93000	-352.9475781930839	-171.7939038749918	-181.1536743180921	-181.1536743180921	9.236476722599999	1998.3935232774002	189.54211632337905	0.11161667090292787	40.51782252793894
93500	-367.27410954180357	-185.94908235349655	-181.32502718830702	-181.32502718830702	9.236476722599999	1998.3935232774002	189.54211632337905	0.1907072028408374	40.700075553107396
94000	-389.46464783313786	-203.5813432909655	-185.88330454217237	-185.88330454217237	9.236476722599999	1998.3935232774002	189.54211632337905	0.2079065464150549	41.111933591308606
94500	-313.10384755793314	-135.63940645830755	-177.46444109962556	-177.46444109962556	9.236476722599999	1998.3935232774002	189.54211632337905	0.1396254701318894	42.52031580220423
95000	-322.84697421742305	-125.79798499613919	-197.04898922128385	-197.04898922128385	9.236476722599999	1998.3935232774002	189.54211632337905	0.1669293419578077	41.38282203747446
95500	-356.46458778744045	-150.71478428413633	-205.74980350330412	-205.74980350330412	9.236476722599999	1998.3935232774002	189.54211632337905	0.20245926430902023	41.539413798026395
96000	-294.4764973151907	-111.09190935433836	-183.3845879608524	-183.3845879608524	9.236476722599999	1998.3935232774002	189.54211632337905	0.1071563019223942	40.95930157859258
96500	-338.5946068936074	-150.0277907980547	-188.5668160955527	-188.5668160955527	9.236476722599999	1998.3935232774002	189.54211632337905	0.17119939787347416	40.41301636973115
97000	-346.85068380134476	-165.40665944211338	-181.44402435923135	-181.44402435923135	9.236476722599999	1998.3935232774002	189.54211632337905	0.1550518932066294	35.66318892484904
97500	-306.5295148453689	-117.41407945551188	-189.11543538985705	-189.11543538985705	9.236476722599999	1998.3935232774002	189.54211632337905	0.19553406099472376	42.094343963326
98000	-332.2548304451123	-150.34588630225346	-181.90894414285884	-181.90894414285884	9.236476722599999	1998.3935232774002	189.54211632337905	0.11354620915355891	41.00230417114071
98500	-331.4605884782064	-138.1873895452794	-193.273198932927	-193.273198932927	9.236476722599999	1998.3935232774002	189.54211632337905	0.20670219423056996	40.493350183636345
99000	-346.20237713801544	-146.45818362681013	-199.7441935112053	-199.7441935112053	9.236476722599999	1998.3935232774002	189.54211632337905	0.14543854715610074	41.38254737062181
99500	-368.9101801419631	-160.96619083536334	-207.9439893065998	-207.9439893065998	9.236476722599999	1998.3935232774002	189.54211632337905	0.27793199399916874	40.87146278460502
100000	-308.9301381769999	-121.1463629463889	-187.78377523061098	-187.78377523061098	9.236476722599999	1998.3935232774002	189.54211632337905	0.1409271568884801	42.41286201470235
100500	-333.0987834510769	-144.66524803300715	-188.43353541806974	-188.43353541806974	9.236476722599999	1998.3935232774002	189.54211632337905	0.1822721867746001	44.197416521952505
101000	-337.62848885198105	-149.28736730552768	-188.3411215464534	-188.3411215464534	9.236476722599999	1998.3935232774002	189.54211632337905	0.19436381141298908	40.83060277541668
101500	-323.3200735671438	-143.8167897408162	-179.5032838263276	-179.5032838263276	9.236476722599999	1998.3935232774002	189.54211632337905	0.15205077539585993	40.88926435515116
102000	-310.39112060938425	-112.67462642235942	-197.7164941870248	-197.7164941870248	9.236476722599999	1998.3935232774002	189.54211632337905	0.1496251982982828	40.044055688234316
102500	-268.38766727823435	-84.02849820330458	-184.35916907492975	-184.35916907492975	9.236476722599999	1998.3935232774002	189.54211632337905	0.07661837203883567	41.063519586125814
103000	-357.97756991731086	-166.7994264160086	-191.17814350130226	-191.17814350130226	9.236476722599999	1998.3935232774002	189.54211632337905	0.12336068620823375	41.01129778760321
103500	-342.7642841026885	-162.78407710736184	-179.98020699532668	-179.98020699532668	9.236476722599999	1998.3935232774002	189.54211632337905	0.20525380944825722	40.94661766776501
104000	-356.13586648198026	-160.68157646634413	-195.45429001563613	-195.45429001563613	9.236476722599999	1998.3935232774002	189.54211632337905	0.2008516480879654	41.633705728304236
104500	-284.4774702651854	-112.01684892359219	-172.4606213415932	-172.4606213415932	9.236476722599999	1998.3935232774002	189.54211632337905	0.11071265304064278	41.29411336830232
105000	-345.94976176084396	-155.7211962552791	-190.22856550556486	-190.22856550556486	9.236476722599999	1998.3935232774002	189.54211632337905	0.14615629425962195	40.728011224688615
105500	-350.3766077543197	-164.37935920967826	-185.99724854464142	-185.99724854464142	9.236476722599999	1998.3935232774002	189.54211632337905	0.2213275454236743	41.2569665133526
106000	-355.9729959915821	-180.8680310599883	-175.10496493159377	-175.10496493159377	9.236476722599999	1998.3935232774002	189.54211632337905	0.14945383682319865	41.402587497329506
106500	-368.28276407006996	-170.06741001721036	-198.2153540528596	-198.2153540528596	9.236476722599999	1998.3935232774002	189.54211632337905	0.22494920910482613	40.53780580360456
107000	-344.2119783203627	-151.9272974830473	-192.28468083731536	-192.28468083731536	9.236476722599999	1998.3935232774002	189.54211632337905	0.1623055693081429	40.43060739378439
107500	-344.9952875108195	-154.53865125336972	-190.45663625744976	-190.45663625744976	9.236476722599999	1998.3935232774002	189.54211632337905	0.16115568353779616	41.31157282632629
108000	-352.5033292704009	-156.06613927102293	-196.43718999937798	-196.43718999937798	9.236476722599999	1998.3935232774002	189.54211632337905	0.1661590221132559	41.16121623204753
108500	-286.2220398547529	-110.73050870847734	-175.49153114627558	-175.49153114627558	9.236476722599999	1998.3935232774002	189.54211632337905	0.08570283336907558	41.592483785826445
109000	-322.02004450651776	-133.895216113206	-188.12482839331176	-188.12482839331176	9.236476722599999	1998.3935232774002	189.54211632337905	0.13001504746329487	41.73744012093699
109500	-390.28623606728684	-197.38836772009788	-192.89786834718896	-192.89786834718896	9.236476722599999	1998.3935232774002	189.54211632337905	0.26636824898953615	41.04744552412008
110000	-306.12210805695435	-131.0908809173271	-175.03122713962725	-175.03122713962725	9.236476722599999	1998.3935232774002	189.54211632337905	0.09613806284184949	42.93502975706379
110500	-335.4122953526552	-151.22312194771527	-184.18917340493994	-184.18917340493994	9.236476722599999	1998.3935232774002	189.54211632337905	0.1702293691805215	40.708400040218606
111000	-302.13074413486396	-110.39784118119795	-191.732902953666	-191.732902953666	9.236476722599999	1998.3935232774002	189.54211632337905	0.15393320631501953	42.22746081689995
111500	-330.40503457768625	-166.52460596923297	-163.88042860845331	-163.88042860845331	9.236476722599999	1998.3935232774002	189.54211632337905	0.1158536984815187	42.52105164198359
112000	-289.1054131080384	-98.21919224796687	-190.88622086007155	-190.88622086007155	9.236476722599999	1998.3935232774002	189.54211632337905	0.07840900390739063	40.55450320499352
112500	-328.3596444686357	-137.70488803738317	-190.65475643125248	-190.65475643125248	9.236476722599999	1998.3935232774002	189.54211632337905	0.14378911122306515	40.38600166499078
113000	-334.0153687560422	-149.976200211156	-184.03916854488625	-184.03916854488625	9.236476722599999	1998.3935232774002	189.54211632337905	0.19333819947657177	41.66154754761354
113500	-301.781794252984	-124.00239404739438	-177.77940020558967	-177.77940020558967	9.236476722599999	1998.3935232774002	189.54211632337905	0.08942271428176823	40.540244263191404
114000	-346.64564461239	-162.85415659720434	-183.79148801518568	-183.79148801518568	9.236476722599999	1998.3935232774002	189.54211632337905	0.23903645092765757	42.7846988195396
114500	-306.7993165007899	-132.59532225976457	-174.20399424102538	-174.20399424102538	9.236476722599999	1998.3935232774002	189.54211632337905	0.10047400640587008	42.77891860751546
115000	-355.57527974133075	-167.59685821583653	-187.97842152549424	-187.97842152549424	9.236476722599999	1998.3935232774002	189.54211632337905	0.16450775331858897	41.06178231530847
115500	-348.8558179020089	-160.34658741797645	-188.50923048403246	-188.50923048403246	9.236476722599999	1998.3935232774002	189.54211632337905	0.19011343368811456	41.45014514337445
116000	-313.86299654776286	-126.50549607698932	-187.35750047077354	-187.35750047077354	9.236476722599999	1998.3935232774002	189.54211632337905	0.1297102116399096	43.11101136511763
116500	-359.22412910108204	-167.88008983444814	-191.3440392666339	-191.3440392666339	9.236476722599999	1998.3935232774002	189.54211632337905	0.20461699564359398	42.602734587431556
117000	-325.3725410104612	-143.77067516254158	-181.6018658479196	-181.6018658479196	9.236476722599999	1998.3935232774002	189.54211632337905	0.1145924336101846	40.67166522719898
117500	-335.021962165364	-149.5198639777685	-185.50209818759555	-185.50209818759555	9.236476722599999	1998.3935232774002	189.54211632337905	0.13060578272841838	42.02208247766106
118000	-304.1904289780331	-127.36033789937343	-176.83009107865968	-176.83009107865968	9.236476722599999	1998.3935232774002	189.54211632337905	0.09594913096068695	40.706960037133946
118500	-325.2743197402194	-128.0458197781659	-197.2284999620535	-197.2284999620535	9.236476722599999	1998.3935232774002	189.54211632337905	0.18965058406972252	43.04433729792289
119000	-387.10802180097903	-191.07568462641797	-196.03233717456104	-196.03233717456104	9.236476722599999	1998.3935232774002	189.54211632337905	0.3488713743330385	40.87670984169489
119500	-356.377834442014	-160.33346613201056	-196.0443683100034	-196.0443683100034	9.236476722599999	1998.3935232774002	189.54211632337905	0.20431715396428624	40.750365039063134
120000	-321.23460756328654	-143.71719805936468	-177.5174095039219	-177.5174095039219	9.236476722599999	1998.3935232774002	189.54211632337905	0.11485846126891515	41.09023723079197
120500	-317.1561032680743	-126.79414239695143	-190.36196087112285	-190.36196087112285	9.236476722599999	1998.3935232774002	189.54211632337905	0.09856841829686473	40.92482090367097
121000	-380.4900664069762	-188.42879641028284	-192.0612699966934	-192.0612699966934	9.236476722599999	1998.3935232774002	189.54211632337905	0.20762895323970548	39.6582940914255
121500	-340.481897844749	-154.92038028353014	-185.56151756121886	-185.56151756121886	9.236476722599999	1998.3935232774002	189.54211632337905	0.12369153742328116	41.375053317613215
122000	-311.7113484472831	-112.74480081296944	-198.96654763431366	-198.96654763431366	9.236476722599999	1998.3935232774002	189.54211632337905	0.18056974115181906	41.34164331799118
122500	-370.0683753924918	-186.80649828501666	-183.2618771074752	-183.2618771074752	9.236476722599999	1998.3935232774002	189.54211632337905	0.1770541556184983	40.504696505005384
123000	-294.79023080491316	-117.56278345217436	-177.2274473527388	-177.2274473527388	9.236476722599999	1998.3935232774002	189.54211632337905	0.16292293905065086	41.780090334309385
123500	-337.35419286407995	-154.71031493218788	-182.64387793189206	-182.64387793189206	9.236476722599999	1998.3935232774002	189.54211632337905	0.16660806376120507	42.781186022062045
124000	-281.77095776427035	-99.04866456553275	-182.7222931987376	-182.7222931987376	9.236476722599999	1998.3935232774002	189.54211632337905	0.1110384511787024	41.032939497378514
124500	-313.3803101494734	-131.91791669643598	-181.46239345303744	-181.46239345303744	9.236476722599999	1998.3935232774002	189.54211632337905	0.1007174175013765	42.91380056308396
125000	-347.30686167112276	-146.5232080914099	-200.78365357971285	-200.78365357971285	9.236476722599999	1998.3935232774002	189.54211632337905	0.2988234724553666	41.64131852878108
125500	-328.98458090021313	-145.90905801257162	-183.07552288764148	-183.07552288764148	9.236476722599999	1998.3935232774002	189.54211632337905	0.15296449173929447	40.720328134308346
126000	-345.00958729099455	-158.3466777891641	-186.66290950183046	-186.66290950183046	9.236476722599999	1998.3935232774002	189.54211632337905	0.1941877065267531	41.69570005198181
126500	-290.8329096618948	-119.33985068227804	-171.49305897961676	-171.49305897961676	9.236476722599999	1998.3935232774002	189.54211632337905	0.0952375767940806	41.351123533339226
127000	-390.7508666391539	-183.0311443320863	-207.7197223070676	-207.7197223070676	9.236476722599999	1998.3935232774002	189.54211632337905	0.29386394744185973	41.98062003015851
127500	-320.08046577957816	-137.2134094993425	-182.8670562802357	-182.8670562802357	9.236476722599999	1998.3935232774002	189.54211632337905	0.19694349038534256	40.89168666439246
128000	-308.8771217232519	-131.59597460212524	-177.28114712112662	-177.28114712112662	9.236476722599999	1998.3935232774002	189.54211632337905	0.0856209945513795	40.81834260011705
128500	-346.18061406674076	-144.99723691647193	-201.18337715026885	-201.18337715026885	9.236476722599999	1998.3935232774002	189.54211632337905	0.2458614817938245	40.93722159986082
129000	-350.2592797537699	-165.22275388675894	-185.03652586701094	-185.03652586701094	9.236476722599999	1998.3935232774002	189.54211632337905	0.19964848896823725	42.23279888931046
129500	-321.4067429422354	-139.12721109983926	-182.2795318423961	-182.2795318423961	9.236476722599999	1998.3935232774002	189.54211632337905	0.1327503230388316	42.65512495239433
130000	-348.03741646961805	-158.0894501563155	-189.94796631330257	-189.94796631330257	9.236476722599999	1998.3935232774002	189.54211632337905	0.17923240916854205	41.18819619442661
130500	-334.9632499199679	-144.75837229760538	-190.20487762236252	-190.20487762236252	9.236476722599999	1998.3935232774002	189.54211632337905	0.16971697402866512	41.25381464152361
131000	-330.82656533372494	-150.55369735677937	-180.2728679769456	-180.2728679769456	9.236476722599999	1998.3935232774002	189.54211632337905	0.16233823105827902	40.7924347655493
131500	-370.1135067656983	-172.38423999769338	-197.7292667680049	-197.7292667680049	9.236476722599999	1998.3935232774002	189.54211632337905	0.23151605108899842	40.407271783000546
132000	-383.1980222743874	-194.68983929274472	-188.50818298164273	-188.50818298164273	9.236476722599999	1998.3935232774002	189.54211632337905	0.2772320421253218	43.089491812892945
132500	-361.91137747368697	-167.18515156867676	-194.7262259050102	-194.7262259050102	9.236476722599999	1998.3935232774002	189.54211632337905	0.2587277816462106	40.53869033175736
133000	-331.34576183804995	-144.30959039046598	-187.03617144758394	-187.03617144758394	9.236476722599999	1998.3935232774002	189.54211632337905	0.1790669663839881	42.418519093530264
133500	-343.7813158786184	-144.42882338967672	-199.35249248894166	-199.35249248894166	9.236476722599999	1998.3935232774002	189.54211632337905	0.3006141681864136	43.884070621164696
134000	-351.48962590517806	-166.77762070665267	-184.71200519852542	-184.71200519852542	9.236476722599999	1998.3935232774002	189.54211632337905	0.1325283298330812	41.26859447252682
134500	-353.39097863752556	-163.37438408748412	-190.01659455004148	-190.01659455004148	9.236476722599999	1998.3935232774002	189.54211632337905	0.14202265195132646	42.93630101985472
135000	-328.46423922584836	-147.8705355983176	-180.59370362753077	-180.59370362753077	9.236476722599999	1998.3935232774002	189.54211632337905	0.13330401857404012	38.679753595329494
135500	-355.9971079825506	-152.8397619548176	-203.15734602773298	-203.15734602773298	9.236476722599999	1998.3935232774002	189.54211632337905	0.2830735675285955	40.95526621275856
136000	-303.945737834204	-121.48042274403676	-182.46531509016728	-182.46531509016728	9.236476722599999	1998.3935232774002	189.54211632337905	0.1343667012526736	42.0039289021034
136500	-342.0966419918526	-146.9691257790278	-195.1275162128248	-195.1275162128248	9.236476722599999	1998.3935232774002	189.54211632337905	0.21863741632673686	41.45925928539824
137000	-350.3943400411297	-156.94209275176777	-193.45224728936188	-193.45224728936188	9.236476722599999	1998.3935232774002	189.54211632337905	0.2389252139957926	42.193836617648245
137500	-316.64962702312505	-118.3673892095068	-198.28223781361828	-198.28223781361828	9.236476722599999	1998.3935232774002	189.54211632337905	0.1667922403265805	41.27738721356727
138000	-341.158196558911	-155.86668982393596	-185.29150673497506	-185.29150673497506	9.236476722599999	1998.3935232774002	189.54211632337905	0.11605553352647857	42.406714168905644
138500	-351.17736241625835	-156.99774941370785	-194.17961300255052	-194.17961300255052	9.236476722599999	1998.3935232774002	189.54211632337905	0.22117805062098203	42.413707607701824
139000	-340.46336416745316	-163.4574810755555	-177.00588309189766	-177.00588309189766	9.236476722599999	1998.3935232774002	189.54211632337905	0.1124776772783328	40.04828106291023
139500	-316.0769638335546	-131.13795966422498	-184.93900416932962	-184.93900416932962	9.236476722599999	1998.3935232774002	189.54211632337905	0.1021091344922407	40.569201580894145
140000	-349.1247512279077	-159.5778815671557	-189.54686966075198	-189.54686966075198	9.236476722599999	1998.3935232774002	189.54211632337905	0.17767315984846044	43.4698936471592
140500	-354.1466925181045	-162.21533960861137	-191.9313529094931	-191.9313529094931	9.236476722599999	1998.3935232774002	189.54211632337905	0.1770190379108367	40.34303113495699
141000	-313.9519102666669	-143.23439738271534	-170.71751288395154	-170.71751288395154	9.236476722599999	1998.3935232774002	189.54211632337905	0.1232161841499751	41.09760913024221
141500	-308.39819824718415	-118.1671436749537	-190.23105457223045	-190.23105457223045	9.236476722599999	1998.3935232774002	189.54211632337905	0.15424454773532492	43.21185996479278
142000	-293.2797053316639	-117.65034566982277	-175.6293596618411	-175.6293596618411	9.236476722599999	1998.3935232774002	189.54211632337905	0.08441534418153154	42.580354043929376
142500	-341.8659013660633	-153.88120694544952	-187.98469442061378	-187.98469442061378	9.236476722599999	1998.3935232774002	189.54211632337905	0.16390713386932076	41.975716678851796
143000	-307.4595630782288	-112.40786329295013	-195.0516997852787	-195.0516997852787	9.236476722599999	1998.3935232774002	189.54211632337905	0.1256280299390989	42.45824856796691
143500	-348.8227085972552	-159.75859567661144	-189.06411292064377	-189.06411292064377	9.236476722599999	1998.3935232774002	189.54211632337905	0.1260887585855674	40.58200051517201
144000	-314.5162631293798	-140.2699691213012	-174.24629400807862	-174.24629400807862	9.236476722599999	1998.3935232774002	189.54211632337905	0.09107138913215199	41.119632362377665
144500	-322.33045158168693	-120.41660970543069	-201.9138418762562	-201.9138418762562	9.236476722599999	1998.3935232774002	189.54211632337905	0.21203929795791904	43.01641972086451
145000	-396.53936460938894	-204.4595427701166	-192.07982183927234	-192.07982183927234	9.236476722599999	1998.3935232774002	189.54211632337905	0.2784641932514065	41.475215154199454
145500	-337.91689430675456	-155.90551605395575	-182.0113782527988	-182.0113782527988	9.236476722599999	1998.3935232774002	189.54211632337905	0.13308603933113933	41.17591633412044
146000	-306.0841497441587	-133.71611239210202	-172.3680373520567	-172.3680373520567	9.236476722599999	1998.3935232774002	189.54211632337905	0.09148455753096923	43.06020239347803
146500	-343.02537914252486	-153.51034374880263	-189.51503539372223	-189.51503539372223	9.236476722599999	1998.3935232774002	189.54211632337905	0.17349124056745674	42.68006746229547
147000	-344.6381810756004	-152.47538057417208	-192.16280050142836	-192.16280050142836	9.236476722599999	1998.3935232774002	189.54211632337905	0.128897068091263	40.613433666183205
147500	-328.45582266286647	-135.5321757490567	-192.92364691380976	-192.92364691380976	9.236476722599999	1998.3935232774002	189.54211632337905	0.1617332176818594	41.23377819186385
148000	-305.5714779262763	-122.68676132253215	-182.88471660374415	-182.88471660374415	9.236476722599999	1998.3935232774002	189.54211632337905	0.1244913959268822	40.81277357754324
148500	-341.83561238183006	-143.47195138688463	-198.36366099494546	-198.36366099494546	9.236476722599999	1998.3935232774002	189.54211632337905	0.24570978847651853	41.098988818871625
149000	-374.51533248245306	-174.73845414958564	-199.77687833286743	-199.77687833286743	9.236476722599999	1998.3935232774002	189.54211632337905	0.25989230967566646	41.32042383881484
149500	-315.7129363357953	-136.7163818072753	-178.99655452852	-178.99655452852	9.236476722599999	1998.3935232774002	189.54211632337905	0.09375675124909119	40.88386261810161
150000	-298.5944247750782	-127.87669507843442	-170.71772969664377	-170.71772969664377	9.236476722599999	1998.3935232774002	189.54211632337905	0.08899862402767386	42.118553706920736
150500	-339.58833639595707	-150.77129105944465	-188.8170453365124	-188.8170453365124	9.236476722599999	1998.3935232774002	189.54211632337905	0.16994334936819172	40.89038159549685
151000	-280.4221209172621	-101.67921000547376	-178.74291091178833	-178.74291091178833	9.236476722599999	1998.3935232774002	189.54211632337905	0.07256526822810004	41.12967518159647
151500	-311.4149134037524	-126.0254141393308	-185.3894992644216	-185.3894992644216	9.236476722599999	1998.3935232774002	189.54211632337905	0.11532385329320202	42.722369922679434
152000	-343.82338642188006	-155.91304556427158	-187.91034085760845	-187.91034085760845	9.236476722599999	1998.3935232774002	189.54211632337905	0.11967081690484958	40.89467843589429
152500	-333.96492021475154	-146.63461544298502	-187.33030477176652	-187.33030477176652	9.236476722599999	1998.3935232774002	189.54211632337905	0.12054958420287995	42.60816232386939
153000	-347.29679569825066	-161.01153443803508	-186.2852612602156	-186.2852612602156	9.236476722599999	1998.3935232774002	189.54211632337905	0.20519192336178058	42.95352999607671
153500	-332.2324204841211	-146.16633511997233	-186.0660853641488	-186.0660853641488	9.236476722599999	1998.3935232774002	189.54211632337905	0.15906638515209037	42.69873230634142
154000	-338.4814627675653	-149.41573340589105	-189.06572936167427	-189.06572936167427	9.236476722599999	1998.3935232774002	189.54211632337905	0.13709292026494838	40.90444976808229
154500	-319.03401435038427	-136.2945857955931	-182.7394285547912	-182.7394285547912	9.236476722599999	1998.3935232774002	189.54211632337905	0.10440398668638394	40.697416588968125
155000	-328.1608475585049	-141.50167830272582	-186.6591692557791	-186.6591692557791	9.236476722599999	1998.3935232774002	189.54211632337905	0.14563189031908147	40.815562200017325
155500	-346.9655469119771	-151.12235000128706	-195.84319691069007	-195.84319691069007	9.236476722599999	1998.3935232774002	189.54211632337905	0.1848554353465035	42.65031959798158
156000	-330.16400106476635	-149.92078045108374	-180.24322061368258	-180.24322061368258	9.236476722599999	1998.3935232774002	189.54211632337905	0.10832720793336836	42.758759999071565
156500	-283.37386200759533	-107.77943211776523	-175.59442988983014	-175.59442988983014	9.236476722599999	1998.3935232774002	189.54211632337905	0.08504418209446132	40.86287400323149
157000	-324.241871363599	-126.72446478205603	-197.51740658154296	-197.51740658154296	9.236476722599999	1998.3935232774002	189.54211632337905	0.141647931992261	42.672071415901804
157500	-389.3717418887886	-190.21635770346614	-199.15538418532248	-199.15538418532248	9.236476722599999	1998.3935232774002	189.54211632337905	0.31536570179178725	41.035962641121046
158000	-338.6697920628269	-151.67263479697147	-186.99715726585544	-186.99715726585544	9.236476722599999	1998.3935232774002	189.54211632337905	0.11068132875047164	42.24044628183127
158500	-328.8565897546612	-147.15066007689504	-181.70592967776616	-181.70592967776616	9.236476722599999	1998.3935232774002	189.54211632337905	0.10380342164783582	40.65247751611833
159000	-317.4119992893852	-142.3003501556529	-175.1116491337323	-175.1116491337323	9.236476722599999	1998.3935232774002	189.54211632337905	0.13927684788978012	42.862637165794105
159500	-320.6271843995353	-125.06820509024361	-195.5589793092917	-195.5589793092917	9.236476722599999	1998.3935232774002	189.54211632337905	0.1758312678095025	41.31636368089242
160000	-337.6749783301033	-139.68302596916521	-197.99195236093803	-197.99195236093803	9.236476722599999	1998.3935232774002	189.54211632337905	0.20186833918381109	40.60616525681554
160500	-316.33000676185236	-131.21102984196176	-185.1189769198906	-185.1189769198906	9.236476722599999	1998.3935232774002	189.54211632337905	0.14010198212214198	40.67528527575441
161000	-358.1820743661845	-156.98228408764567	-201.19979027853884	-201.19979027853884	9.236476722599999	1998.3935232774002	189.54211632337905	0.2522759272975523	40.722966423570945
161500	-344.20999848795526	-165.2662075216621	-178.94379096629316	-178.94379096629316	9.236476722599999	1998.3935232774002	189.54211632337905	0.13117209323631546	42.808349690380275
162000	-340.84453698416564	-131.89099749105725	-208.95353949310842	-208.95353949310842	9.236476722599999	1998.3935232774002	189.54211632337905	0.2467793836572221	43.23046467692558
162500	-354.00006399315475	-174.6495821271461	-179.35048186600866	-179.35048186600866	9.236476722599999	1998.3935232774002	189.54211632337905	0.19568253065667446	41.40577383050914
163000	-362.41831118375785	-182.61634894517223	-179.80196223858562	-179.80196223858562	9.236476722599999	1998.3935232774002	189.54211632337905	0.1587100424671719	42.71831319716058
163500	-296.0609212994131	-124.36495761818959	-171.69596368122353	-171.69596368122353	9.236476722599999	1998.3935232774002	189.54211632337905	0.1035849287334491	40.66537183301193
164000	-345.6800412082859	-151.63988472195615	-194.04015648632975	-194.04015648632975	9.236476722599999	1998.3935232774002	189.54211632337905	0.21785256020517124	40.7544906899792
164500	-386.60280836637554	-184.87513165551493	-201.7276767108606	-201.7276767108606	9.236476722599999	1998.3935232774002	189.54211632337905	0.3874739102321652	41.73240035844141
165000	-336.18208149531597	-153.2267737800796	-182.95530771523636	-182.95530771523636	9.236476722599999	1998.3935232774002	189.54211632337905	0.12215249013202333	33.5033234019729
165500	-299.70158989280833	-111.26576582496433	-188.435824067844	-188.435824067844	9.236476722599999	1998.3935232774002	189.54211632337905	0.13179685643306113	41.039103004204605
166000	-340.3008828186738	-150.41471430292918	-189.88616851574463	-189.88616851574463	9.236476722599999	1998.3935232774002	189.54211632337905	0.197305285650758	41.38465736093186
166500	-360.56667991701255	-181.5250615728052	-179.04161834420734	-179.04161834420734	9.236476722599999	1998.3935232774002	189.54211632337905	0.19407961273333915	40.75368993504202
167000	-298.95830513505956	-110.9865281642302	-187.97177697082935	-187.97177697082935	9.236476722599999	1998.3935232774002	189.54211632337905	0.12755613885289835	40.136786186070886
167500	-301.6387822484053	-112.06447961364887	-189.57430263475644	-189.57430263475644	9.236476722599999	1998.3935232774002	189.54211632337905	0.12296183980359682	40.48617272666552
168000	-332.6402090019343	-142.5006127530676	-190.13959624886667	-190.13959624886667	9.236476722599999	1998.3935232774002	189.54211632337905	0.15484561414902784	42.054209044528214
